avg_time_between_login_attempts,rapid_attempt_flag,time_to_sensitive_action,sensitive_action_count,new_device_flag,impossible_travel_flag,time_deviation_score,action_burst_flag,session_duration,risk_label
16.239882614641974,0,288.1714335383799,0,0,0,0.04680559213273095,0,293.5967122017216,0
9.277839467700389,0,267.88227498598445,0,0,0,0.006175348288740734,0,781.9459112971966,0
26.313738097609278,0,110.96138656278627,0,0,0,0.09127267288786131,0,514.8538589793427,0
17.502790410126547,0,129.89499364753004,0,0,0,0.08764339456056544,0,419.81710597621503,0
18.03353965277479,0,248.44223073432326,0,0,0,0.17772437065861274,0,227.87024763199864,0
21.365986741831644,0,100.92578968494996,0,1,0,0.2896896099223678,0,685.0384088698767,0
14.701502921814155,0,83.44130736153213,0,0,0,0.036611470453433645,0,497.1061460667621,0
8.756547464534805,0,278.2368964989077,0,0,0,0.09351332282682329,0,512.0408127066864,0
20.02762614555215,0,104.36506932612649,1,0,0,0.28184968246925673,0,736.8964102565893,0
21.153799533843873,0,281.249816405548,0,0,0,0.01356818667316142,0,395.1981984579586,0
16.550900373168602,0,125.12376762573501,0,0,0,0.08428035290621423,0,525.6176498949491,0
11.100332949444779,0,252.5272753809695,0,1,0,0.23167343078899721,0,319.22940892050343,0
8.121486576719253,0,255.7107428291602,0,0,0,0.2313811040057837,0,244.42679104045422,0
15.886246027973996,0,87.80857428603113,1,0,0,0.09926940745579475,0,238.13501017161417,0
14.841611077744568,0,138.04399728641928,0,0,0,0.26616382277289796,0,483.32895509716957,0
10.631073410642637,0,231.1787489335188,0,0,0,0.2312901539863683,0,496.27735781863447,0
19.50012224640387,0,162.6098444060519,0,0,0,0.009428755706020276,0,581.8462467582683,0
14.915831583679186,0,182.05696587952866,1,0,0,0.12311487691068891,0,653.3306831258292,0
13.033559640815694,0,78.47517835891031,0,0,0,0.2789092957027719,0,684.8722277386502,0
21.934882643229315,0,269.1505416450523,0,0,0,0.2677676995469933,0,523.6053451493904,0
25.763683413609375,0,275.0619119816384,0,0,0,0.0683805487625825,0,456.2646731757538,0
25.996324850294847,0,266.57533998152246,0,0,0,0.1252233009446337,0,333.26468628243816,0
10.637038081341021,0,141.02764113687073,1,0,0,0.1556371865230098,0,621.8113753371067,0
15.999851252344467,0,293.2276998530306,1,0,0,0.14917455176771563,0,380.52698589006184,0
14.266490876304287,0,68.85286736508787,0,0,0,0.015443625374996805,0,367.1878785419668,0
27.98184949126638,0,117.49485376007338,0,0,0,0.2956951362331802,0,345.23316290690025,0
22.786982042929328,0,242.78870767889222,0,0,0,0.11033493981577597,0,579.3834983561477,0
21.937653636739682,0,188.58592417794205,0,0,0,0.09623401949152074,0,311.91110623991256,0
8.897053114204805,0,201.81430636517803,0,0,0,0.1536279174897843,0,335.89746511876274,0
22.193801389007895,0,101.84794296119794,0,0,0,0.28101899662102037,0,282.51256648759596,0
15.503459723105687,0,87.23364509774137,1,0,0,0.07738248831454668,0,595.9904276205075,0
25.978888404426748,0,193.24819478387096,0,0,0,0.027930830341769762,0,738.3294547719961,0
27.80919725759327,0,211.9443497455843,0,0,0,0.2177867036610718,0,738.2661559715463,0
27.51590133383258,0,247.17013100582972,0,0,0,0.04848861422838413,0,739.1325131162475,0
